samAccountName,distinguishedName,displayName,userPrincipalName,enabled,lastLogonTimestamp,memberOf,description
michael.vega,"CN=Michael Vega,OU=InformationTechnology,DC=northwind,DC=local",Michael Vega,michael.vega@northwindmaterials.com,TRUE,134308695843375696,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
richard.oliver,"CN=Richard Oliver,OU=Engineering,DC=northwind,DC=local",Richard Oliver,richard.oliver@northwindmaterials.com,TRUE,134260603728994160,All-Employees;Engineering-All,"Manager, Engineering - Engineering"
james.wright,"CN=James Wright,OU=QualityAssurance,DC=northwind,DC=local",James Wright,james.wright@northwindmaterials.com,TRUE,134275257868984320,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
timothy.freeman,"CN=Timothy Freeman,OU=QualityAssurance,DC=northwind,DC=local",Timothy Freeman,timothy.freeman@northwindmaterials.com,TRUE,134279900457287152,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
amber.mata,"CN=Amber Mata,OU=InformationTechnology,DC=northwind,DC=local",Amber Mata,amber.mata@northwindmaterials.com,TRUE,134324564087634480,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
travis.brown,"CN=Travis Brown,OU=CustomerSuccess,DC=northwind,DC=local",Travis Brown,travis.brown@northwindmaterials.com,TRUE,134293134809050496,All-Employees;Customer-Success-All,Support Specialist - Customer Success
robert.bauer,"CN=Robert Bauer,OU=Engineering,DC=northwind,DC=local",Robert Bauer,robert.bauer@northwindmaterials.com,TRUE,134291359169696032,All-Employees;Engineering-All,Software Engineer - Engineering
anne.robinson,"CN=Anne Robinson,OU=Finance,DC=northwind,DC=local",Anne Robinson,anne.robinson@northwindmaterials.com,TRUE,134304447171549008,All-Employees;Finance-All,AP Specialist - Finance
denise.guzman,"CN=Denise Guzman,OU=Engineering,DC=northwind,DC=local",Denise Guzman,denise.guzman@northwindmaterials.com,TRUE,134315064572162224,All-Employees;Engineering-All,QA Engineer - Engineering
brian.silva,"CN=Brian Silva,OU=CustomerSuccess,DC=northwind,DC=local",Brian Silva,brian.silva@northwindmaterials.com,TRUE,134300809779160688,All-Employees;Customer-Success-All,"Manager, Customer Success - Customer Success"
aaron.schroeder,"CN=Aaron Schroeder,OU=QualityAssurance,DC=northwind,DC=local",Aaron Schroeder,aaron.schroeder@northwindmaterials.com,TRUE,134313026037653504,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
tammy.reyes,"CN=Tammy Reyes,OU=HumanResources,DC=northwind,DC=local",Tammy Reyes,tammy.reyes@northwindmaterials.com,TRUE,134323776324495728,All-Employees;Human-Resources-All,Recruiter - Human Resources
carla.warner,"CN=Carla Warner,OU=Legal,DC=northwind,DC=local",Carla Warner,carla.warner@northwindmaterials.com,TRUE,134273172158266384,All-Employees;Legal-All,Paralegal - Legal
kim.johnson,"CN=Kim Johnson,OU=InformationTechnology,DC=northwind,DC=local",Kim Johnson,kim.johnson@northwindmaterials.com,TRUE,134249667214649040,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
tara.white,"CN=Tara White,OU=QualityAssurance,DC=northwind,DC=local",Tara White,tara.white@northwindmaterials.com,TRUE,134299862597767680,All-Employees;Quality-Assurance-All,"Manager, Quality Assurance - Quality Assurance"
jonathan.bartlett,"CN=Jonathan Bartlett,OU=SupplyChain,DC=northwind,DC=local",Jonathan Bartlett,jonathan.bartlett@northwindmaterials.com,TRUE,134322878259603792,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
kristina.holland,"CN=Kristina Holland,OU=Legal,DC=northwind,DC=local",Kristina Holland,kristina.holland@northwindmaterials.com,TRUE,134253649417901424,All-Employees;Legal-All,Paralegal - Legal
john.reed,"CN=John Reed,OU=HumanResources,DC=northwind,DC=local",John Reed,john.reed@northwindmaterials.com,TRUE,134266559181129232,All-Employees;Human-Resources-All,HR Coordinator - Human Resources
diana.thompson,"CN=Diana Thompson,OU=SupplyChain,DC=northwind,DC=local",Diana Thompson,diana.thompson@northwindmaterials.com,TRUE,134290976525929968,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
crystal.cain,"CN=Crystal Cain,OU=Engineering,DC=northwind,DC=local",Crystal Cain,crystal.cain@northwindmaterials.com,FALSE,134252547690919936,All-Employees;Engineering-All,Senior Software Engineer - Engineering
antonio.mcfarland,"CN=Antonio Mcfarland,OU=Legal,DC=northwind,DC=local",Antonio Mcfarland,antonio.mcfarland@northwindmaterials.com,TRUE,134277235375103424,All-Employees;Legal-All,Compliance Analyst - Legal
tonya.byrd,"CN=Tonya Byrd,OU=Manufacturing,DC=northwind,DC=local",Tonya Byrd,tonya.byrd@northwindmaterials.com,TRUE,134317263773067072,All-Employees;Manufacturing-All,Production Associate - Manufacturing
holly.blair,"CN=Holly Blair,OU=Finance,DC=northwind,DC=local",Holly Blair,holly.blair@northwindmaterials.com,TRUE,134268236917544800,All-Employees;Finance-All,Accountant - Finance
nicole.snyder,"CN=Nicole Snyder,OU=CustomerSuccess,DC=northwind,DC=local",Nicole Snyder,nicole.snyder@northwindmaterials.com,TRUE,134288859581101056,All-Employees;Customer-Success-All,Support Specialist - Customer Success
martin.campos,"CN=Martin Campos,OU=CustomerSuccess,DC=northwind,DC=local",Martin Campos,martin.campos@northwindmaterials.com,TRUE,134262194111790416,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
troy.sanchez,"CN=Troy Sanchez,OU=HumanResources,DC=northwind,DC=local",Troy Sanchez,troy.sanchez@northwindmaterials.com,TRUE,134287498679284416,All-Employees;Human-Resources-All,HR Generalist - Human Resources
colin.roberts,"CN=Colin Roberts,OU=QualityAssurance,DC=northwind,DC=local",Colin Roberts,colin.roberts@northwindmaterials.com,TRUE,134283434528231088,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
melissa.hayes,"CN=Melissa Hayes,OU=InformationTechnology,DC=northwind,DC=local",Melissa Hayes,melissa.hayes@northwindmaterials.com,TRUE,134260513529165264,All-Employees;Information-Technology-All,Network Engineer - Information Technology
brad.clark,"CN=Brad Clark,OU=SupplyChain,DC=northwind,DC=local",Brad Clark,brad.clark@northwindmaterials.com,TRUE,134307802179989936,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
andre.li,"CN=Andre Li,OU=HumanResources,DC=northwind,DC=local",Andre Li,andre.li@northwindmaterials.com,TRUE,134305690404920800,All-Employees;Human-Resources-All,HR Generalist - Human Resources
karen.martin,"CN=Karen Martin,OU=Engineering,DC=northwind,DC=local",Karen Martin,karen.martin@northwindmaterials.com,TRUE,134254211794379296,All-Employees;Engineering-All,Senior Software Engineer - Engineering
christopher.herrera,"CN=Christopher Herrera,OU=Engineering,DC=northwind,DC=local",Christopher Herrera,christopher.herrera@northwindmaterials.com,TRUE,134268906537309936,All-Employees;Engineering-All,DevOps Engineer - Engineering
erin.cisneros,"CN=Erin Cisneros,OU=Manufacturing,DC=northwind,DC=local",Erin Cisneros,erin.cisneros@northwindmaterials.com,TRUE,134305009131901680,All-Employees;Manufacturing-All,Machine Operator - Manufacturing
kari.gutierrez,"CN=Kari Gutierrez,OU=Operations,DC=northwind,DC=local",Kari Gutierrez,kari.gutierrez@northwindmaterials.com,TRUE,134291842655205504,All-Employees;Operations-All,Operations Analyst - Operations
cory.stewart,"CN=Cory Stewart,OU=SupplyChain,DC=northwind,DC=local",Cory Stewart,cory.stewart@northwindmaterials.com,TRUE,134275527081168304,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
svc-claim04,"CN=svc-claim04,OU=ServiceAccounts,DC=northwind,DC=local",svc-claim04,svc-claim04@northwindmaterials.com,TRUE,134306954665230320,Service-Accounts,Non-interactive service/CI account
ctr.richard.vincent,"CN=Richard Vincent,OU=Contractors,DC=northwind,DC=local",Richard Vincent,richard.vincent@contractor.northwindmaterials.com,TRUE,134320824815451104,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
douglas.murray,"CN=Douglas Murray,OU=Legal,DC=northwind,DC=local",Douglas Murray,douglas.murray@northwindmaterials.com,TRUE,134293497380038592,All-Employees;Legal-All,Compliance Analyst - Legal
jesse.reed,"CN=Jesse Reed,OU=HumanResources,DC=northwind,DC=local",Jesse Reed,jesse.reed@northwindmaterials.com,TRUE,134262285887250144,All-Employees;Human-Resources-All,HR Coordinator - Human Resources
steven.garcia,"CN=Steven Garcia,OU=CustomerSuccess,DC=northwind,DC=local",Steven Garcia,steven.garcia@northwindmaterials.com,TRUE,134310625388647296,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
christine.collier,"CN=Christine Collier,OU=CustomerSuccess,DC=northwind,DC=local",Christine Collier,christine.collier@northwindmaterials.com,TRUE,134319668770945072,All-Employees;Customer-Success-All,Support Specialist - Customer Success
james.morton,"CN=James Morton,OU=SupplyChain,DC=northwind,DC=local",James Morton,james.morton@northwindmaterials.com,TRUE,134294793017005904,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
gary.huber,"CN=Gary Huber,OU=QualityAssurance,DC=northwind,DC=local",Gary Huber,gary.huber@northwindmaterials.com,TRUE,134298190359591824,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
charlotte.steele,"CN=Charlotte Steele,OU=Engineering,DC=northwind,DC=local",Charlotte Steele,charlotte.steele@northwindmaterials.com,TRUE,134273042581776368,All-Employees;Engineering-All,QA Engineer - Engineering
brianna.figueroa,"CN=Brianna Figueroa,OU=SupplyChain,DC=northwind,DC=local",Brianna Figueroa,brianna.figueroa@northwindmaterials.com,TRUE,134254094445370272,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
samantha.osborn,"CN=Samantha Osborn,OU=CustomerSuccess,DC=northwind,DC=local",Samantha Osborn,samantha.osborn@northwindmaterials.com,TRUE,134320197295188064,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
marc.alvarez,"CN=Marc Alvarez,OU=SupplyChain,DC=northwind,DC=local",Marc Alvarez,marc.alvarez@northwindmaterials.com,TRUE,134285182416452624,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
nicholas.vega,"CN=Nicholas Vega,OU=SupplyChain,DC=northwind,DC=local",Nicholas Vega,nicholas.vega@northwindmaterials.com,FALSE,134305916224245408,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
alicia.romero,"CN=Alicia Romero,OU=Engineering,DC=northwind,DC=local",Alicia Romero,alicia.romero@northwindmaterials.com,TRUE,134296611042804240,All-Employees;Engineering-All,Software Engineer - Engineering
amanda.morrow,"CN=Amanda Morrow,OU=HumanResources,DC=northwind,DC=local",Amanda Morrow,amanda.morrow@northwindmaterials.com,TRUE,134310686227899088,All-Employees;Human-Resources-All,Recruiter - Human Resources
ctr.rebecca.holmes,"CN=Rebecca Holmes,OU=Contractors,DC=northwind,DC=local",Rebecca Holmes,rebecca.holmes@contractor.northwindmaterials.com,TRUE,134283520347405264,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
joshua.martinez,"CN=Joshua Martinez,OU=SupplyChain,DC=northwind,DC=local",Joshua Martinez,joshua.martinez@northwindmaterials.com,TRUE,134303301166472608,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
tami.clark,"CN=Tami Clark,OU=SupplyChain,DC=northwind,DC=local",Tami Clark,tami.clark@northwindmaterials.com,TRUE,134316280683501888,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
alexandra.green,"CN=Alexandra Green,OU=CustomerSuccess,DC=northwind,DC=local",Alexandra Green,alexandra.green@northwindmaterials.com,TRUE,134316627964184640,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
debbie.parker,"CN=Debbie Parker,OU=Finance,DC=northwind,DC=local",Debbie Parker,debbie.parker@northwindmaterials.com,TRUE,134265259023455216,All-Employees;Finance-All,Accountant - Finance
caroline.bell,"CN=Caroline Bell,OU=SupplyChain,DC=northwind,DC=local",Caroline Bell,caroline.bell@northwindmaterials.com,TRUE,134324608904075760,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
ctr.joseph.davila,"CN=Joseph Davila,OU=Contractors,DC=northwind,DC=local",Joseph Davila,joseph.davila@contractor.northwindmaterials.com,TRUE,134293426600191840,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
james.terry,"CN=James Terry,OU=InformationTechnology,DC=northwind,DC=local",James Terry,james.terry@northwindmaterials.com,TRUE,134290470300046352,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
erik.watson,"CN=Erik Watson,OU=SupplyChain,DC=northwind,DC=local",Erik Watson,erik.watson@northwindmaterials.com,TRUE,134280475490233856,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
ctr.gregory.patterson,"CN=Gregory Patterson,OU=Contractors,DC=northwind,DC=local",Gregory Patterson,gregory.patterson@contractor.northwindmaterials.com,TRUE,134263263367689888,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
jon.wyatt,"CN=Jon Wyatt,OU=Finance,DC=northwind,DC=local",Jon Wyatt,jon.wyatt@northwindmaterials.com,TRUE,134254566235232752,All-Employees;Finance-All,Financial Analyst - Finance
ctr.suzanne.padilla,"CN=Suzanne Padilla,OU=Contractors,DC=northwind,DC=local",Suzanne Padilla,suzanne.padilla@contractor.northwindmaterials.com,TRUE,134278859350503296,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
tammy.fitzgerald,"CN=Tammy Fitzgerald,OU=Legal,DC=northwind,DC=local",Tammy Fitzgerald,tammy.fitzgerald@northwindmaterials.com,TRUE,134267234572025008,All-Employees;Legal-All,Paralegal - Legal
kelly.schwartz,"CN=Kelly Schwartz,OU=QualityAssurance,DC=northwind,DC=local",Kelly Schwartz,kelly.schwartz@northwindmaterials.com,TRUE,134321370329132048,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
chris.richard,"CN=Chris Richard,OU=Finance,DC=northwind,DC=local",Chris Richard,chris.richard@northwindmaterials.com,TRUE,134272582385077760,All-Employees;Finance-All,Financial Analyst - Finance
rachel.byrd,"CN=Rachel Byrd,OU=Engineering,DC=northwind,DC=local",Rachel Byrd,rachel.byrd@northwindmaterials.com,TRUE,134310328470603904,All-Employees;Engineering-All,QA Engineer - Engineering
jack.davidson,"CN=Jack Davidson,OU=SupplyChain,DC=northwind,DC=local",Jack Davidson,jack.davidson@northwindmaterials.com,TRUE,134277343415978368,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
jeffrey.barton,"CN=Jeffrey Barton,OU=Finance,DC=northwind,DC=local",Jeffrey Barton,jeffrey.barton@northwindmaterials.com,TRUE,134300621051801696,All-Employees;Finance-All,AP Specialist - Finance
miranda.henry,"CN=Miranda Henry,OU=QualityAssurance,DC=northwind,DC=local",Miranda Henry,miranda.henry@northwindmaterials.com,TRUE,134274363438834240,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
jason.haynes,"CN=Jason Haynes,OU=SupplyChain,DC=northwind,DC=local",Jason Haynes,jason.haynes@northwindmaterials.com,TRUE,134277352844315632,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
joshua.spencer,"CN=Joshua Spencer,OU=QualityAssurance,DC=northwind,DC=local",Joshua Spencer,joshua.spencer@northwindmaterials.com,FALSE,134289618579253776,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
adam.sanchez,"CN=Adam Sanchez,OU=SupplyChain,DC=northwind,DC=local",Adam Sanchez,adam.sanchez@northwindmaterials.com,FALSE,134295087834930224,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
priyanka.müller,"CN=Priyanka Müller,OU=SupplyChain,DC=northwind,DC=local",Priyanka Müller,priyanka.müller@northwindmaterials.com,FALSE,134258425728069568,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
chelsea.allen,"CN=Chelsea Allen,OU=SupplyChain,DC=northwind,DC=local",Chelsea Allen,chelsea.allen@northwindmaterials.com,TRUE,134293823679883664,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
ctr.heather.price,"CN=Heather Price,OU=Contractors,DC=northwind,DC=local",Heather Price,heather.price@contractor.northwindmaterials.com,TRUE,134250280274132480,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
laura.swanson,"CN=Laura Swanson,OU=HumanResources,DC=northwind,DC=local",Laura Swanson,laura.swanson@northwindmaterials.com,TRUE,134324599357958400,All-Employees;Human-Resources-All,HR Coordinator - Human Resources
brittany.kane,"CN=Brittany Kane,OU=Engineering,DC=northwind,DC=local",Brittany Kane,brittany.kane@northwindmaterials.com,TRUE,134263900395510688,All-Employees;Engineering-All,Senior Software Engineer - Engineering
erika.rush,"CN=Erika Rush,OU=Manufacturing,DC=northwind,DC=local",Erika Rush,erika.rush@northwindmaterials.com,TRUE,134296452446730000,All-Employees;Manufacturing-All,Machine Operator - Manufacturing
jennifer.wagner,"CN=Jennifer Wagner,OU=Legal,DC=northwind,DC=local",Jennifer Wagner,jennifer.wagner@northwindmaterials.com,TRUE,134292414816170432,All-Employees;Legal-All,Paralegal - Legal
richard.phillips,"CN=Richard Phillips,OU=InformationTechnology,DC=northwind,DC=local",Richard Phillips,richard.phillips@northwindmaterials.com,TRUE,134256643210354800,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
jon.little,"CN=Jon Little,OU=SupplyChain,DC=northwind,DC=local",Jon Little,jon.little@northwindmaterials.com,TRUE,134274858781454208,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
